business_id,state,district,treatment,sector,business_age_years,owner_education,loan_access_baseline,employees_baseline,baseline_revenue_inr,endline_revenue_inr,survey_date,endline_revenue_missing,revenue_growth_rate,log_baseline_revenue,log_endline_revenue,edu_No formal education,edu_Primary,edu_Secondary,edu_Unknown,state_Gujarat,state_Maharashtra,state_Rajasthan,state_Uttar Pradesh
MSME0304,Bihar,Muzaffarpur,0,Retail,1,Graduate,0,3.0,184728.83,182063.41,2022-05-04,0,-0.01442882521369287,12.126644244964716,12.112110311972856,False,False,False,False,False,False,False,False
MSME0305,Rajasthan,Jodhpur,1,Manufacturing,8,Unknown,0,11.0,12695.38,14119.44,,0,0.1121715143619176,9.4489934267353,9.555307850204095,False,False,False,True,False,False,True,False
MSME0306,Maharashtra,Nagpur,0,Agri-Processing,1,Graduate,0,5.0,15119.77,15663.03,,0,0.03593044074083139,9.623758437977614,9.659058437418716,False,False,False,False,False,True,False,False
MSME0307,Maharashtra,Nashik,1,Services,5,Graduate,0,2.0,31728.24,32079.14,,0,0.011059548213200536,10.364962415027488,10.37596125364106,False,False,False,False,False,True,False,False
MSME0309,Gujarat,Vadodara,1,Retail,3,Secondary,1,6.0,68157.44,80845.98,,0,0.18616514939528236,11.129575602112407,11.300301142062223,False,False,True,False,True,False,False,False
MSME0310,Uttar Pradesh,Kanpur,0,Manufacturing,15,Secondary,0,13.0,17802.49,21074.77,,0,0.1838102422750974,9.787093614137262,9.955831869405998,False,False,True,False,False,False,False,True
MSME0311,Gujarat,Surat,1,Manufacturing,5,Primary,0,12.0,15514.23,15758.32,2022-01-04,0,0.015733297753095073,9.64951294625999,9.665123758745024,False,True,False,False,True,False,False,False
MSME0312,Uttar Pradesh,Lucknow,1,Retail,14,Secondary,0,6.0,40557.25,,,1,,10.610469835177533,,False,False,True,False,False,False,False,True
MSME0313,Maharashtra,Nagpur,1,Retail,18,Secondary,0,5.0,29533.47,36103.69,2022-05-09,0,0.22246691634948418,10.29327947545386,10.494150355163749,False,False,True,False,False,True,False,False
MSME0314,Maharashtra,Nashik,0,Services,16,Secondary,1,6.0,76219.82,61915.5,2023-03-03,0,-0.1876719205057163,11.241376812840176,11.033525831204091,False,False,True,False,False,True,False,False
MSME0315,Gujarat,Rajkot,1,Services,6,Primary,0,11.0,53631.28,64207.97,2023-04-06,0,0.19721121703602829,10.889887758930639,11.069882625275092,False,True,False,False,True,False,False,False
MSME0316,Gujarat,Rajkot,1,Manufacturing,14,Secondary,0,7.0,56630.53,70857.97,2022-11-13,0,0.2512326831481182,10.944303518061053,11.168432729970714,False,False,True,False,True,False,False,False
MSME0317,Uttar Pradesh,Agra,1,Manufacturing,8,Graduate,0,12.0,33403.47,40675.23,,0,0.21769474847972387,10.416415065783939,10.613374586650231,False,False,False,False,False,False,False,True
MSME0318,Bihar,Patna,1,Manufacturing,7,No formal education,1,5.0,239058.65,272610.14,2022-06-17,0,0.14034836221153268,12.384464198298149,12.515797994911532,True,False,False,False,False,False,False,False
MSME0319,Uttar Pradesh,Kanpur,1,Retail,8,Graduate,0,1.0,18579.27,22078.16,2022-10-15,0,0.1883222537806921,9.82980172203731,10.002344163585283,False,False,False,False,False,False,False,True
MSME0320,Gujarat,Rajkot,0,Retail,13,Secondary,0,8.0,59198.29,60203.74,,0,0.01698444330064259,10.98864793531978,11.005489755613004,False,False,True,False,True,False,False,False
MSME0321,Gujarat,Surat,1,Retail,6,Graduate,1,4.0,13150.93,12568.51,,0,-0.04428736218655259,9.484247757538657,9.438949758361028,False,False,False,False,True,False,False,False
MSME0322,Rajasthan,Ajmer,1,Retail,18,Primary,0,9.0,15386.19,18036.19,,0,0.17223237201672398,9.641225632831233,9.800135573972069,False,True,False,False,False,False,True,False
MSME0323,Gujarat,Vadodara,0,Agri-Processing,2,Primary,1,14.0,22339.76,21519.74,2022-04-10,0,-0.0367067506544384,10.014123329503711,9.976725932418349,False,True,False,False,True,False,False,False
MSME0324,Rajasthan,Jaipur,1,Manufacturing,8,Graduate,1,10.0,133714.03,142933.0,,0,0.06894542031228885,11.803458694009425,11.870131267978348,False,False,False,False,False,False,True,False
MSME0325,Bihar,Gaya,1,Services,11,Primary,0,12.0,44851.64,64396.72,,0,0.4357718023242852,10.71111543315063,11.072817979118364,False,True,False,False,False,False,False,False
MSME0326,Uttar Pradesh,Kanpur,0,Retail,1,Graduate,0,6.0,22643.26,25479.59,,0,0.12526155686062881,10.027617514883994,10.145633018504832,False,False,False,False,False,False,False,True
MSME0327,Uttar Pradesh,Lucknow,1,Manufacturing,6,Primary,0,1.0,48998.7,49867.46,,0,0.017730266313187942,10.799549046128575,10.817123964818766,False,True,False,False,False,False,False,True
MSME0328,Rajasthan,Jaipur,1,Retail,16,Secondary,0,3.0,37351.12,44442.73,2022-12-11,0,0.189863382945411,10.528118176724494,10.701956673009866,False,False,True,False,False,False,True,False
MSME0329,Uttar Pradesh,Lucknow,1,Retail,12,Primary,1,3.0,24499.83,32282.76,,0,0.31767281650525725,10.106421457733235,10.382288620587545,False,True,False,False,False,False,False,True
MSME0330,Gujarat,Surat,1,Retail,11,Secondary,0,10.0,11881.01,11618.88,2023-12-25,0,-0.022062939093561995,9.382696606137927,9.360386640218348,False,False,True,False,True,False,False,False
MSME0331,Maharashtra,Pune,1,Services,10,Primary,0,12.0,114787.05,133021.33,2023-03-08,0,0.15885311104344946,11.650833951626606,11.798264770284893,False,True,False,False,False,True,False,False
MSME0332,Rajasthan,Jaipur,1,Services,3,No formal education,1,12.0,42952.69,50008.46,,0,0.16426840786921604,10.667854556417405,10.819947470097578,True,False,False,False,False,False,True,False
MSME0333,Uttar Pradesh,Lucknow,1,Manufacturing,13,Primary,0,4.0,206693.17,207402.81,2022-03-06,0,0.0034333016422360974,12.238990702066355,12.242418123383949,False,True,False,False,False,False,False,True
MSME0334,Rajasthan,Ajmer,1,Manufacturing,3,No formal education,0,7.0,77053.66,91974.96,2022-10-19,0,0.19364816674509688,11.25225734124242,11.429271645072092,True,False,False,False,False,False,True,False
MSME0335,Rajasthan,Jodhpur,0,Agri-Processing,15,Graduate,0,7.0,56446.91,62747.77,,0,0.11162453356614194,10.94105582937277,11.04687831851394,False,False,False,False,False,False,True,False
MSME0336,Maharashtra,Pune,0,Retail,16,Graduate,0,10.0,25638.14,,,1,,10.151836365501527,,False,False,False,False,False,True,False,False
MSME0337,Gujarat,Rajkot,1,Retail,13,Primary,1,4.0,15119.24,16953.56,,0,0.12132355859156951,9.623723383919955,9.738233120254014,False,True,False,False,True,False,False,False
MSME0338,Rajasthan,Ajmer,1,Retail,17,Secondary,0,6.0,30510.17,43864.14,,0,0.4376891377530837,10.325815349638818,10.688852408762177,False,False,True,False,False,False,True,False
MSME0339,Uttar Pradesh,Agra,0,Services,3,Primary,0,11.0,14773.14,11732.88,2022-05-12,0,-0.20579646574797236,9.600565946024826,9.37015043580804,False,True,False,False,False,False,False,True
MSME0340,Bihar,Gaya,1,Agri-Processing,11,Secondary,0,1.0,61092.98,72759.6,,0,0.1909649848476863,11.020152244941888,11.194916135090834,False,False,True,False,False,False,False,False
MSME0341,Rajasthan,Jaipur,1,Retail,19,Graduate,0,14.0,134070.63,132406.29,,0,-0.012413904521818063,11.806122029622383,11.793630428909466,False,False,False,False,False,False,True,False
MSME0342,Rajasthan,Ajmer,0,Agri-Processing,11,Graduate,0,8.0,29474.19,29739.99,,0,0.00901805952937139,10.291270244111933,10.30024788376661,False,False,False,False,False,False,True,False
MSME0343,Maharashtra,Nagpur,1,Services,16,Primary,0,7.0,77311.1,84267.61,,0,0.08998074015244893,11.25559282064429,11.341752847144324,False,True,False,False,False,True,False,False
MSME0344,Gujarat,Vadodara,0,Retail,3,Secondary,0,11.0,20923.26,21983.81,2023-03-03,0,0.05068760795401878,9.948616737778316,9.998061552335528,False,False,True,False,True,False,False,False
MSME0345,Bihar,Gaya,0,Manufacturing,6,Primary,1,11.0,28510.47,28148.72,2023-05-27,0,-0.01268832116762719,10.258026667214539,10.245257161841296,False,True,False,False,False,False,False,False
MSME0346,Uttar Pradesh,Agra,1,Manufacturing,14,Graduate,0,7.0,18921.02,19961.9,,0,0.05501183340010216,9.848028752357786,9.9015807357159,False,False,False,False,False,False,False,True
MSME0347,Bihar,Patna,1,Agri-Processing,18,No formal education,0,3.0,6591.22,7003.61,,0,0.0625665658254465,8.793493739345605,8.854181009388254,True,False,False,False,False,False,False,False
MSME0348,Uttar Pradesh,Agra,1,Retail,17,Secondary,0,2.0,35269.48,48397.94,,0,0.3722328766967927,10.470773279713416,10.787212529815465,False,False,True,False,False,False,False,True
MSME0349,Gujarat,Rajkot,0,Services,4,Secondary,1,1.0,40245.82,42030.82,,0,0.04435243212835519,10.60276142652215,10.646158437682747,False,False,True,False,True,False,False,False
MSME0350,Uttar Pradesh,Lucknow,0,Retail,15,Secondary,1,3.0,85194.21,70693.06,2022-07-03,0,-0.1702128583620883,11.352688752761695,11.166102685821837,False,False,True,False,False,False,False,True
MSME0351,Maharashtra,Pune,0,Services,11,No formal education,0,5.0,68620.77,72400.32,,0,0.05507880485747978,11.136350537567788,11.189965998253543,True,False,False,False,False,True,False,False
MSME0352,Maharashtra,Pune,1,Manufacturing,3,Graduate,1,14.0,69366.71,78218.75,,0,0.12761222205867906,11.147162348413085,11.267264667614185,False,False,False,False,False,True,False,False
MSME0353,Maharashtra,Nagpur,0,Manufacturing,3,No formal education,0,11.0,16660.09,16667.75,2022-11-13,0,0.0004597814297521715,9.720771317867106,9.721230993629765,True,False,False,False,False,True,False,False
MSME0354,Maharashtra,Pune,0,Services,16,Secondary,0,2.0,52449.07,56749.3,2023-06-17,0,0.08198867968488294,10.8675978824947,10.946398600465812,False,False,True,False,False,True,False,False
MSME0355,Bihar,Muzaffarpur,0,Services,5,Primary,0,12.0,128807.61,144048.48,2023-06-04,0,0.11832274506141376,11.76607517475794,11.877905188565299,False,True,False,False,False,False,False,False
MSME0356,Gujarat,Surat,0,Agri-Processing,10,Primary,0,3.0,49212.07,,,1,,10.803894197596344,,False,True,False,False,True,False,False,False
MSME0357,Uttar Pradesh,Agra,0,Retail,19,Secondary,1,4.0,156823.29,156356.87,,0,-0.0029741755832313733,11.962874909031752,11.959896301799137,False,False,True,False,False,False,False,True
MSME0358,Uttar Pradesh,Kanpur,0,Services,4,Primary,0,7.0,182621.85,172648.67,,0,-0.05461109938378125,12.115172900444286,12.059013999342188,False,True,False,False,False,False,False,True
MSME0359,Maharashtra,Nashik,1,Retail,19,No formal education,0,13.0,29296.56,35701.94,2023-01-22,0,0.21863932147665122,10.285225381969173,10.482960308027966,True,False,False,False,False,True,False,False
MSME0360,Maharashtra,Nashik,1,Manufacturing,11,No formal education,1,3.0,20794.59,23358.25,2023-12-07,0,0.12328495055685156,9.942448135704693,10.05870551975238,True,False,False,False,False,True,False,False
MSME0361,Rajasthan,Jaipur,1,Manufacturing,2,Primary,0,9.0,19748.45,22777.15,,0,0.15336393489109276,9.890830286236813,10.033513119428905,False,True,False,False,False,False,True,False
MSME0362,Gujarat,Surat,0,Manufacturing,10,Secondary,0,8.0,10797.73,10505.89,,0,-0.027027903087037754,9.287091205835123,9.259691331251593,False,False,True,False,True,False,False,False
MSME0364,Uttar Pradesh,Lucknow,0,Agri-Processing,16,No formal education,0,13.0,95428.48,111695.71,2023-06-27,0,0.17046514834984286,11.466132345379178,11.623533577873909,True,False,False,False,False,False,False,True
MSME0365,Rajasthan,Jodhpur,0,Retail,19,Primary,0,1.0,6227.75,7716.66,,0,0.2390767130986311,8.73677039085084,8.951136906915012,False,True,False,False,False,False,True,False
MSME0366,Rajasthan,Jodhpur,0,Services,11,No formal education,1,1.0,15835.94,16433.1,,0,0.03770916030245113,9.67003731938328,9.707052872478906,True,False,False,False,False,False,True,False
MSME0367,Uttar Pradesh,Lucknow,1,Manufacturing,14,No formal education,0,7.0,32803.64,37347.06,,0,0.13850353192511558,10.398294763824653,10.52800947260335,True,False,False,False,False,False,False,True
MSME0368,Bihar,Gaya,1,Retail,2,Secondary,0,1.0,18002.25,17399.2,,0,-0.033498590453970994,9.798252029066452,9.76417950713415,False,False,True,False,False,False,False,False
MSME0369,Rajasthan,Jaipur,1,Retail,5,Secondary,1,8.0,23817.39,25307.21,,0,0.062551774144858,10.07817126511745,10.13884461435361,False,False,True,False,False,False,True,False
MSME0370,Rajasthan,Ajmer,0,Agri-Processing,5,No formal education,1,3.0,24104.08,,,1,,10.09013639975584,,True,False,False,False,False,False,True,False
MSME0371,Gujarat,Rajkot,0,Agri-Processing,19,Primary,0,6.0,29553.81,,2023-12-12,1,,10.29396794853312,,False,True,False,False,True,False,False,False
MSME0373,Rajasthan,Jaipur,1,Agri-Processing,18,Graduate,0,11.0,18977.88,25262.78,,0,0.33116976184905783,9.851029369402742,10.137087445272423,False,False,False,False,False,False,True,False
MSME0374,Bihar,Patna,0,Retail,4,Graduate,0,5.0,76683.96,76904.74,,0,0.0028790897079389068,11.247447839018605,11.25032279208571,False,False,False,False,False,False,False,False
MSME0375,Uttar Pradesh,Kanpur,0,Manufacturing,17,No formal education,0,13.0,84096.76,85090.89,,0,0.011821263982108286,11.339723319654107,11.35147525830236,True,False,False,False,False,False,False,True
MSME0376,Maharashtra,Nashik,1,Services,10,Primary,0,14.0,12034.89,12907.04,,0,0.07246846460582536,9.395565210167094,9.4655281779239,False,True,False,False,False,True,False,False
MSME0377,Rajasthan,Jodhpur,0,Manufacturing,6,Unknown,1,13.0,3993.1,4463.3,2022-12-15,0,0.11775312413914009,8.292323150576326,8.403643681729326,False,False,False,True,False,False,True,False
MSME0378,Gujarat,Rajkot,1,Manufacturing,14,Graduate,0,7.0,85024.94,,2022-02-14,1,,11.350699904200345,,False,False,False,False,True,False,False,False
MSME0379,Uttar Pradesh,Lucknow,1,Manufacturing,11,Primary,1,2.0,13588.24,14812.54,2023-09-12,0,0.09009996879654769,9.516959991768001,9.603229398295781,False,True,False,False,False,False,False,True
MSME0380,Bihar,Muzaffarpur,0,Manufacturing,11,No formal education,0,6.0,43053.37,36247.71,2022-03-05,0,-0.15807496602472706,10.6701957878606,10.498131485873566,True,False,False,False,False,False,False,False
MSME0381,Uttar Pradesh,Kanpur,1,Manufacturing,18,No formal education,1,13.0,10378.2,11862.0,,0,0.14297276984448162,9.247462731277933,9.381095292398673,True,False,False,False,False,False,False,True
MSME0383,Bihar,Gaya,0,Manufacturing,11,Primary,1,11.0,277877.13,324687.75,,0,0.16845797997121964,12.534934316554258,12.690619230246513,False,True,False,False,False,False,False,False
MSME0384,Maharashtra,Nagpur,1,Manufacturing,12,No formal education,0,3.0,42034.48,57252.99,2023-09-24,0,0.36204825181612793,10.646245512849369,10.955235147126936,True,False,False,False,False,True,False,False
MSME0385,Uttar Pradesh,Agra,1,Manufacturing,5,Secondary,0,6.0,33681.97,33949.49,2023-05-15,0,0.007942528302234008,10.424717958332153,10.432629110782699,False,False,True,False,False,False,False,True
MSME0386,Rajasthan,Jodhpur,1,Retail,9,No formal education,0,10.0,28065.28,28653.31,2023-04-25,0,0.020952222817659488,10.24228850416601,10.263024247755759,True,False,False,False,False,False,True,False
MSME0387,Gujarat,Rajkot,1,Services,9,Secondary,1,10.0,67876.11,75900.65,,0,0.11822333365892644,11.125439410693678,11.23718052724692,False,False,True,False,True,False,False,False
MSME0388,Bihar,Patna,1,Retail,10,Primary,0,14.0,57190.86,60402.45,,0,0.05615565144500356,10.954149374390283,11.008784946014162,False,True,False,False,False,False,False,False
MSME0389,Uttar Pradesh,Agra,1,Manufacturing,19,No formal education,0,5.0,81048.15,95231.82,2022-05-17,0,0.1750030074714847,11.302798701486909,11.464069408629955,True,False,False,False,False,False,False,True
MSME0390,Uttar Pradesh,Lucknow,1,Services,1,Secondary,0,12.0,21975.13,24445.98,2023-06-27,0,0.11243847021610331,9.997666638349303,10.104221064207119,False,False,True,False,False,False,False,True
MSME0391,Maharashtra,Nashik,1,Manufacturing,7,Primary,0,2.0,47671.75,56360.46,,0,0.1822611924252833,10.772094258244579,10.9395231277962,False,True,False,False,False,True,False,False
MSME0392,Maharashtra,Nagpur,1,Retail,4,Graduate,0,9.0,23529.86,29808.82,,0,0.2668507164938507,10.066025531852453,10.302559601856444,False,False,False,False,False,True,False,False
MSME0393,Gujarat,Rajkot,0,Services,1,Secondary,0,8.0,15581.31,13923.11,,0,-0.10642237398524251,9.653827398046644,9.541305328474213,False,False,True,False,True,False,False,False
MSME0394,Gujarat,Rajkot,0,Manufacturing,15,Primary,1,3.0,35143.24,38640.74,2022-03-21,0,0.09952127350807724,10.467187560108787,10.56206243928179,False,True,False,False,True,False,False,False
MSME0395,Rajasthan,Jaipur,1,Services,8,Secondary,1,8.0,17361.14,18510.54,2022-10-21,0,0.06620532983433124,9.761989654261043,9.82609557856178,False,False,True,False,False,False,True,False
MSME0396,Rajasthan,Jodhpur,1,Services,12,Primary,1,7.0,92872.38,129749.73,,0,0.39707553526678213,11.438981571662529,11.773362720101115,False,True,False,False,False,False,True,False
MSME0397,Gujarat,Rajkot,0,Services,18,Graduate,0,9.0,18223.44,21177.41,,0,0.16209727691368925,9.810463956505433,9.960690326503263,False,False,False,False,True,False,False,False
MSME0398,Gujarat,Vadodara,0,Manufacturing,15,Primary,1,14.0,48573.66,48024.39,,0,-0.011307980498072495,10.790836687658238,10.779464285838234,False,True,False,False,True,False,False,False
MSME0399,Bihar,Muzaffarpur,0,Retail,17,Secondary,1,3.0,22409.99,20250.6,,0,-0.09635836517553122,10.017262120565512,9.915939701725366,False,False,True,False,False,False,False,False
MSME0400,Maharashtra,Nashik,0,Retail,14,No formal education,1,3.0,45326.64,40092.02,,0,-0.11548661008184155,10.721650218090355,10.598932590997272,True,False,False,False,False,True,False,False
MSME0401,Rajasthan,Jodhpur,1,Manufacturing,14,Primary,0,2.0,23880.15,29861.34,,0,0.25046701967952456,10.080802848893846,10.304319946174692,False,True,False,False,False,False,True,False
MSME0402,Maharashtra,Nashik,1,Manufacturing,18,Graduate,0,8.0,13282.88,15228.87,,0,0.14650361969693332,9.494231266987954,9.630948247470124,False,False,False,False,False,True,False,False
MSME0403,Maharashtra,Nagpur,1,Manufacturing,18,Graduate,1,10.0,53477.6,67199.4,,0,0.2565896749293161,10.887018153619517,11.115419597899953,False,False,False,False,False,True,False,False
MSME0404,Gujarat,Rajkot,1,Retail,16,Primary,0,1.0,30081.56,42219.05,2023-07-16,0,0.4034860559093345,10.311667638421133,10.650626819964883,False,True,False,False,True,False,False,False
MSME0405,Bihar,Patna,1,Retail,1,Primary,0,8.0,45651.33,48454.59,,0,0.0614058779886587,10.728788020319408,10.788382349673766,False,True,False,False,False,False,False,False
MSME0406,Uttar Pradesh,Kanpur,1,Manufacturing,11,Graduate,0,7.0,25768.95,25988.87,2022-04-12,0,0.008534301940901675,10.156925557763921,10.16542364842946,False,False,False,False,False,False,False,True
MSME0407,Bihar,Muzaffarpur,1,Retail,15,Graduate,1,14.0,12552.19,,2023-07-04,1,,9.43765043132826,,False,False,False,False,False,False,False,False
MSME0408,Bihar,Muzaffarpur,0,Services,12,No formal education,1,7.0,86382.72,96271.46,,0,0.11447590444014735,11.36654293478948,11.474927188336872,True,False,False,False,False,False,False,False
MSME0409,Maharashtra,Pune,0,Retail,8,Primary,1,3.0,65473.86,59316.3,2023-08-16,0,-0.09404608190199872,11.089406257998677,10.990639420739463,False,True,False,False,False,True,False,False
MSME0410,Bihar,Gaya,1,Manufacturing,6,Primary,0,1.0,23073.3,26626.16,2023-06-22,0,0.15398144175302192,10.046431383851012,10.189649470137782,False,True,False,False,False,False,False,False
MSME0411,Rajasthan,Ajmer,0,Agri-Processing,3,Graduate,0,4.0,38400.41,43661.43,,0,0.13700426636069762,10.555823415602152,10.684220382659639,False,False,False,False,False,False,True,False
MSME0412,Maharashtra,Pune,1,Retail,13,No formal education,0,9.0,83584.68,80426.78,2023-03-21,0,-0.03778084692075144,11.333615528691286,11.29510248428382,True,False,False,False,False,True,False,False
MSME0413,Rajasthan,Ajmer,0,Manufacturing,13,Primary,0,5.0,25194.21,25787.07,,0,0.023531597140771653,10.134369485195442,10.157628482494966,False,True,False,False,False,False,True,False
MSME0414,Uttar Pradesh,Kanpur,1,Retail,2,Secondary,0,1.0,28523.75,31030.65,,0,0.08788816337262813,10.258492352560634,10.34273070469322,False,False,True,False,False,False,False,True
MSME0415,Maharashtra,Nashik,0,Services,5,No formal education,0,5.0,44130.48,44678.39,,0,0.01241568185979387,10.694905979158893,10.7072452185142,True,False,False,False,False,True,False,False
MSME0416,Uttar Pradesh,Agra,0,Manufacturing,17,Primary,0,13.0,25152.87,26938.18,,0,0.07097838139345536,10.13272728432538,10.201299890146979,False,True,False,False,False,False,False,True
MSME0417,Maharashtra,Nashik,1,Manufacturing,6,Primary,0,8.0,72090.21,84734.33,,0,0.17539302493362127,11.185673530419766,11.347276111392022,False,True,False,False,False,True,False,False
MSME0418,Gujarat,Rajkot,1,Manufacturing,2,Primary,1,8.0,31725.61,32798.71,,0,0.0338244087347729,10.364879520136114,10.398144464330526,False,True,False,False,True,False,False,False
MSME0419,Bihar,Patna,1,Agri-Processing,4,Primary,0,5.0,19395.01,21186.27,,0,0.09235674536904091,9.872771095470737,9.961108609340315,False,True,False,False,False,False,False,False
MSME0420,Gujarat,Surat,1,Retail,11,Secondary,1,12.0,59095.56,77655.0,2022-06-17,0,0.31405811197998634,10.98691107366847,11.260031218004112,False,False,True,False,True,False,False,False
MSME0421,Uttar Pradesh,Kanpur,1,Retail,8,No formal education,0,9.0,14563.82,17299.3,,0,0.18782709481440993,9.586295649976982,9.758421317239499,True,False,False,False,False,False,False,True
MSME0422,Bihar,Patna,0,Agri-Processing,12,Secondary,0,1.0,182025.64,197321.61,,0,0.08403195286114622,12.11190283525728,12.192590214649478,False,False,True,False,False,False,False,False
MSME0423,Maharashtra,Pune,1,Manufacturing,8,Graduate,0,4.0,128797.55,151824.49,,0,0.17878399084454624,11.765997070732345,11.930480461629557,False,False,False,False,False,True,False,False
MSME0424,Bihar,Gaya,0,Agri-Processing,11,Secondary,0,3.0,54764.44,59195.52,,0,0.08091162805645405,10.910796357196572,10.988601142332874,False,False,True,False,False,False,False,False
MSME0425,Rajasthan,Jaipur,0,Manufacturing,8,No formal education,0,2.0,51198.46,49170.26,,0,-0.039614472779064,10.843464732450244,10.803044248169105,True,False,False,False,False,False,True,False
MSME0426,Bihar,Patna,1,Services,8,No formal education,1,8.0,49313.5,52357.93,2022-05-11,0,0.06173623855536517,10.805953156216585,10.86585868524693,True,False,False,False,False,False,False,False
MSME0427,Rajasthan,Jodhpur,1,Manufacturing,17,Primary,0,7.0,24556.31,30396.42,2022-02-23,0,0.23782522699868167,10.108724126673598,10.322080117301793,False,True,False,False,False,False,True,False
MSME0428,Bihar,Gaya,1,Services,16,Primary,0,9.0,46066.8,58949.28,,0,0.279647815780562,10.737847795999414,10.98443269215047,False,True,False,False,False,False,False,False
MSME0429,Rajasthan,Jodhpur,0,Agri-Processing,14,Unknown,0,2.0,17352.54,15766.03,,0,-0.09142811369401829,9.761494172354434,9.665612904446915,False,False,False,True,False,False,True,False
MSME0430,Uttar Pradesh,Agra,1,Manufacturing,11,Secondary,1,14.0,54342.11,58894.15,2022-11-27,0,0.08376634620922892,10.903054711817951,10.98349704382418,False,False,True,False,False,False,False,True
MSME0431,Gujarat,Rajkot,0,Retail,7,No formal education,1,14.0,72713.15,71526.28,,0,-0.016322632151130785,11.19427752749486,11.177820213598798,True,False,False,False,True,False,False,False
MSME0432,Maharashtra,Nagpur,0,Retail,16,No formal education,1,4.0,26836.85,31183.95,,0,0.16198249794592146,10.197531222052092,10.347658818359704,True,False,False,False,False,True,False,False
MSME0433,Bihar,Gaya,1,Retail,13,Primary,0,14.0,22559.66,27404.58,,0,0.21476032883474316,10.023918634576441,10.21846543169228,False,True,False,False,False,False,False,False
MSME0434,Gujarat,Vadodara,1,Retail,15,Secondary,1,6.0,13766.84,13735.59,2022-12-06,0,-0.0022699472064758508,9.530018081000783,9.527745553558741,False,False,True,False,True,False,False,False
MSME0435,Maharashtra,Nashik,0,Retail,16,No formal education,1,11.0,116583.63,115499.61,,0,-0.009298217940203132,11.666364148531148,11.657022432314907,True,False,False,False,False,True,False,False
MSME0436,Maharashtra,Nashik,0,Manufacturing,9,Secondary,0,3.0,24039.86,23448.78,2022-11-02,0,-0.024587497597739826,10.0874685650049,10.062573746934694,False,False,True,False,False,True,False,False
MSME0437,Rajasthan,Jaipur,1,Manufacturing,3,Primary,1,8.0,30977.26,31444.21,,0,0.015073960705369059,10.341008665901924,10.355970143430971,False,True,False,False,False,False,True,False
MSME0438,Uttar Pradesh,Lucknow,1,Manufacturing,19,Graduate,0,3.0,46171.8,52541.15,,0,0.13794892120298533,10.740124501095861,10.869351951085259,False,False,False,False,False,False,False,True
MSME0439,Uttar Pradesh,Kanpur,0,Services,5,Graduate,1,14.0,45513.58,44193.52,,0,-0.02900365121794429,10.725766021946718,10.696333450983188,False,False,False,False,False,False,False,True
MSME0440,Gujarat,Rajkot,1,Retail,10,Primary,1,12.0,65989.31,73143.36,,0,0.10841225647002527,11.097248038193085,11.2001766299427,False,True,False,False,True,False,False,False
MSME0441,Uttar Pradesh,Agra,0,Retail,17,Primary,0,13.0,26810.16,25717.96,,0,-0.040738287276166976,10.196536199134615,10.154944859498277,False,True,False,False,False,False,False,True
MSME0442,Bihar,Muzaffarpur,1,Retail,15,Primary,0,13.0,14604.22,19266.03,,0,0.3192097900469864,9.589065807027987,9.866098720463663,False,True,False,False,False,False,False,False
MSME0443,Uttar Pradesh,Kanpur,1,Manufacturing,8,Primary,1,2.0,12696.32,14069.74,2023-02-26,0,0.10817465218267971,9.44906746667752,9.55178167090429,False,True,False,False,False,False,False,True
MSME0444,Gujarat,Surat,0,Retail,15,Secondary,0,13.0,22847.47,22960.96,,0,0.004967289594865337,10.03659566809155,10.041550661406102,False,False,True,False,True,False,False,False
MSME0445,Uttar Pradesh,Kanpur,1,Retail,14,Graduate,0,13.0,16958.42,19387.58,2023-08-10,0,0.14324211807467935,9.738519744628839,9.872387933846365,False,False,False,False,False,False,False,True
MSME0446,Bihar,Patna,1,Manufacturing,7,Unknown,1,3.0,28484.25,31102.61,,0,0.09192308029876162,10.257106581920683,10.345047017475585,False,False,False,True,False,False,False,False
MSME0447,Rajasthan,Jaipur,1,Services,12,Graduate,0,11.0,103369.27,119819.78,,0,0.1591431379944929,11.54606300152734,11.693744059548767,False,False,False,False,False,False,True,False
MSME0448,Gujarat,Vadodara,1,Retail,17,Primary,0,6.0,26854.2,31084.15,,0,0.15751539796381947,10.198177512284968,10.344453321951256,False,True,False,False,True,False,False,False
MSME0449,Rajasthan,Jaipur,0,Services,17,No formal education,0,2.0,26846.19,27060.31,,0,0.007975805877854646,10.197879190426992,10.20582335768281,True,False,False,False,False,False,True,False
MSME0450,Rajasthan,Jaipur,1,Services,10,Secondary,0,8.0,35842.19,37676.89,2022-06-23,0,0.05118827839481898,10.486880970132752,10.53680218812893,False,False,True,False,False,False,True,False
MSME0451,Rajasthan,Ajmer,1,Services,19,Primary,0,1.0,26252.07,29567.59,2022-12-11,0,0.12629556450215165,10.175500122053565,10.29443410800328,False,True,False,False,False,False,True,False
MSME0452,Maharashtra,Pune,0,Agri-Processing,14,Secondary,0,7.0,34409.47,37025.69,,0,0.07603197608100332,10.446087096173633,10.51936727501907,False,False,True,False,False,True,False,False
MSME0453,Maharashtra,Nagpur,0,Retail,11,Primary,0,2.0,55976.96,54970.4,,0,-0.017981683892801567,10.9326954564859,10.91455013752461,False,True,False,False,False,True,False,False
